"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"WEB","","","2009-12-01 00:00:00.0","2009-12-01 10:35:56.0","2009-11-16 11:32:04.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","05","Inspect city tree","2009-12-08 00:00:00.0","4348 ELLENWOOD","B","Inspect City Tree","","99471","886664.00000000","1002282.00000000","CLOSED","FORESTRY,","14"
"","","","2009-11-17 00:00:00.0","2009-11-17 08:34:49.0","2009-11-16 13:21:20.0","Light Damaged","Street light damaged, including any damage to light assembly, pole, electrical issue, or pole mount that isn't covered within other categories.","Street Lights","31","Street light damaged","2009-11-23 00:00:00.0","HENRIETTA & PENNSYLVANIA","A","Light Damaged","","99547","897584.00000000","1013514.00000000","CLOSED","TRAFFIC DIVISION, 511","06"
"","St. Louis","","2009-12-01 00:00:00.0","2009-12-01 09:29:06.0","2009-11-16 13:55:14.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","14","Inspect city tree","2009-12-08 00:00:00.0","5705 ARTHUR AVE","B","Inspect City Tree","63139","99582","881408.00000000","1007599.00000000","CLOSED","FORESTRY,","23"
"","","","2009-12-14 00:00:00.0","2009-12-14 16:26:04.0","2009-11-17 16:50:04.0","Derelict Vehicle - Private Property","","Vehicles","24","Derelict vehicle on private property","2009-12-18 00:00:00.0","2746 ANN AV","B","Derelict-Privt Ppty","","100149","898503.00000000","1011245.00000000","CLOSED","NST,","07"
"","St. Louis","","2009-12-07 00:00:00.0","2009-12-07 16:32:20.0","2009-11-18 10:49:10.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-12-10 00:00:00.0","6725 EICHELBERGER ST","B","Inspect City Tree","63109","100264","875324.00000000","1001226.00000000","CLOSED","FORESTRY,","16"
"","","","2009-11-20 00:00:00.0","2009-11-20 16:48:58.0","2009-11-18 12:15:34.0","Debris-Vacant Bldg","","Trash/Debris","56","Debris around a vacant building","2009-12-10 00:00:00.0","3911 NORTH MARKET","B","Debris-Vacant Bldg","","100315","897271.00000000","1027125.00000000","CLOSED","FORESTRY,","04"
"","St. Louis","","2009-11-19 00:00:00.0","2009-11-24 11:03:12.0","2009-11-18 14:08:55.0","Food Estab. Problem","","Food Control","21","Inspect food establishment","2009-12-01 00:00:00.0","710 RUSSELL AV","B","Food Estab. Problem","","100384","904808.00000000","1009609.00000000","CLOSED","FOOD CNTRL,","07"
"","","","2009-11-19 00:00:00.0","2009-11-19 09:01:36.0","2009-11-18 14:28:37.0","Light(s) Out","","Street Lights","05","Street light(s) out","2009-11-23 00:00:00.0","3953 DELOR","B","Light(s) Out","","100402","889039.00000000","999283.00000000","CLOSED","TRAFFIC DIVISION, 511","14"
"","St. Louis","","2009-11-23 00:00:00.0","2009-11-23 09:43:35.0","2009-11-19 13:05:58.0","Animal(s) Surrender","","Animals","76","Citizen wishes to surrender animal","2009-12-02 00:00:00.0","5743 GOODFELLOW BLVD","B","Animal(s) Surrender","63136","100667","889869.00000000","1048361.00000000","CLOSED","ANIMAL CARE,","27"
"","","2009-11-20 15:55:55.0","","","2009-11-20 15:51:01.0","Short Term Initiativ","","NSO Initiatives","","","2010-08-16 00:00:00.0","","B","Short Term Initiativ","","101106","","","CANCEL","NST,",""
"","","","2009-11-23 00:00:00.0","2009-11-26 05:52:02.0","2009-11-20 16:09:38.0","Completely out","","Traffic Signal","78","Traffic signal is completely out","2009-11-25 00:00:00.0","CLARA & PAGE","A","Signal Dark","","101125","883120.00000000","1031058.00000000","CLOSED","TRAFFIC DIVISION, 511","22"
"","","","2009-12-14 00:00:00.0","2009-12-14 11:08:46.0","2009-11-23 08:08:57.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","12","Inspect city tree","2009-12-15 00:00:00.0","5330 ELIZABETH","B","Inspect City Tree","","101165","883981.00000000","1012241.00000000","CLOSED","FORESTRY,","10"
"","","","2009-12-18 00:00:00.0","2009-12-18 14:25:24.0","2009-11-23 10:39:52.0","Debris-Vacant Lot","","Trash/Debris","30","Debris on a vacant lot","2009-12-15 00:00:00.0","2825 JEFFERSON","B","Debris-Vacant Lot","","101281","899094.00000000","1008331.00000000","CLOSED","FORESTRY,","09"
"","","","2009-11-23 00:00:00.0","2009-11-23 15:01:54.0","2009-11-23 10:54:11.0","Bagged Leaf Pickup","","Trash/Debris","43","Roll Cart customer request for bagged leaf pickup","2009-11-23 00:00:00.0","1927 MITCHELL PL","B","Bagged Leaf Pickup","","101293","875259.00000000","1015391.00000000","CLOSED","REFUSE,","24"
"","St. Louis","","2009-12-01 00:00:00.0","2009-12-01 10:37:31.0","2009-11-23 10:56:25.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","69","Inspect city tree","2009-12-15 00:00:00.0","4611 BESSIE AVE","B","Inspect City Tree","63115","101295","895095.00000000","1036051.00000000","CLOSED","FORESTRY,","21"
"","St. Louis","","2009-12-01 00:00:00.0","2009-12-01 16:05:25.0","2009-11-23 12:26:44.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","03","Inspect city tree","2009-12-15 00:00:00.0","3972 FEDERER ST","B","Inspect City Tree","63116","101398","886915.00000000","995465.00000000","CLOSED","FORESTRY,","13"
"WEB","","","2009-12-07 00:00:00.0","2009-12-07 16:43:42.0","2009-11-24 10:09:28.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2009-12-16 00:00:00.0","4930 NAGEL","B","Inspect City Tree","","101650","880649.00000000","995996.00000000","CLOSED","FORESTRY,","12"
"","St. Louis","","2009-12-23 00:00:00.0","2009-12-23 09:50:12.0","2009-11-24 11:47:16.0","Caller Contact Info Required","","Prpty Insp Comml","56","Inspect for interior building code violations","2009-12-16 00:00:00.0","4580 COTE BRILLIANTE AV","B","Ppty Maint Code-Int","","101744","891704.00000000","1029366.00000000","CLOSED","BUILDING DIV,","04"
"","St. Louis","2014-06-26 10:09:09.0","2009-12-07 00:00:00.0","","2009-11-25 08:28:52.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","04","Inspect city tree","2009-12-17 00:00:00.0","7821 CLYMER DR","B","Inspect City Tree","","101932","883277.00000000","990696.00000000","CANCEL","FORESTRY,","12"
"","St. Louis","","2009-12-01 00:00:00.0","2009-12-01 16:06:08.0","2009-11-25 10:40:04.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","03","Inspect city tree","2009-12-17 00:00:00.0","3917 FEDERER ST","B","Inspect City Tree","","101982","887516.00000000","995378.00000000","CLOSED","FORESTRY,","13"
"","","2009-11-25 12:00:36.0","2009-11-25 00:00:00.0","","2009-11-25 11:44:35.0","Short Term Initiativ","","NSO Initiatives","27","","2010-08-19 00:00:00.0","4000 RUSSELL BLVD","B","Short Term Initiativ","","102009","892093.00000000","1012501.00000000","CANCEL","NST,","08"
"","","2013-12-11 12:34:24.0","2009-12-14 00:00:00.0","","2009-11-25 12:19:49.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","15","Inspect city tree","2009-12-17 00:00:00.0","3119 ALFRED","B","Inspect City Tree","","102039","887760.00000000","1008930.00000000","CANCEL","FORESTRY,","10"
"","","","2011-11-30 14:40:33.0","2011-11-30 14:40:33.0","2009-11-25 16:20:55.0","Short Term Initiativ","","NSO Initiatives","04","","2010-08-19 00:00:00.0","4600 QUINCY","B","Short Term Initiativ","","102117","881814.00000000","995584.00000000","CLOSED","NST,","12"
"","","","2011-11-18 00:00:00.0","2011-11-18 15:44:58.0","2009-11-25 16:49:15.0","Short Term Initiativ","","NSO Initiatives","06","","2010-08-19 00:00:00.0","6841 GRAVOIS","B","Short Term Initiativ","","102121","881624.00000000","996622.00000000","CLOSED","NST,","12"
"","St. Louis","","2009-12-07 00:00:00.0","2009-12-07 09:06:06.0","2009-12-01 12:31:54.0","Bagged Leaf Pickup","","Trash/Debris","76","Roll Cart customer request for bagged leaf pickup","2009-12-01 00:00:00.0","5325 GOODFELLOW BLVD","B","Bagged Leaf Pickup","","102820","888581.00000000","1046059.00000000","CLOSED","REFUSE,","27"
"","St. Louis","","2009-12-14 00:00:00.0","2009-12-14 11:11:53.0","2009-12-01 13:43:20.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","16","Inspect city tree","2009-12-21 00:00:00.0","3449 ALBERTA ST","B","Inspect City Tree","","102860","893689.00000000","1002182.00000000","CLOSED","FORESTRY,","20"
"","","","2009-12-17 00:00:00.0","2013-04-09 12:40:10.0","2009-12-01 15:14:51.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","58","Inspect private tree - possibly hazardous","2009-12-21 00:00:00.0","4327 PAGE","B","Inspect Private Tree","","102910","893108.00000000","1027059.00000000","CLOSED","FORESTRY,","19"
"","St. Louis","","2010-01-04 00:00:00.0","2010-01-04 11:33:45.0","2009-12-02 09:51:05.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","04","Inspect city tree","2009-12-22 00:00:00.0","7210 EUGENE AV","B","Inspect City Tree","","103034","886829.00000000","991851.00000000","CLOSED","FORESTRY,","11"
"","","","2009-12-14 00:00:00.0","2009-12-14 11:07:31.0","2009-12-02 10:20:50.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","19","Inspect city tree","2009-12-22 00:00:00.0","3628 S COMPTON","B","Inspect City Tree","","103057","895245.00000000","1003844.00000000","CLOSED","FORESTRY,","20"
"","St. Louis","","2009-12-03 00:00:00.0","2009-12-04 10:15:32.0","2009-12-02 10:33:13.0","Sidewalk Repair","","Disability Issues","45","Inspect sidewalk/request to be added to 50-50 sidewalk repair program","2009-12-08 00:00:00.0","6233 NORTHWOOD AV","B","Sidewalk Repair","","103065","875969.00000000","1021499.00000000","CLOSED","STREET DEPT, 510","28"
"MYR LTR","St. Louis","","2009-12-02 00:00:00.0","2009-12-02 14:35:10.0","2009-12-02 12:21:49.0","Mayor's Office","","Miscellaneous","67","","2009-12-11 00:00:00.0","4170 WARNE AVE","B","Misc-MYR LTR","63107","103132","899986.00000000","1032876.00000000","CLOSED","CSB,","03"
"","","","2009-12-14 00:00:00.0","2009-12-14 10:36:02.0","2009-12-03 13:36:23.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2009-12-23 00:00:00.0","6333 POTOMAC","B","Inspect City Tree","","103495","878143.00000000","1007073.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","","2009-12-07 00:00:00.0","2009-12-07 09:06:12.0","2009-12-04 10:53:54.0","Bagged Leaf Pickup","","Trash/Debris","10","Roll Cart customer request for bagged leaf pickup","2009-12-04 00:00:00.0","6927 ODELL ST","B","Bagged Leaf Pickup","","103779","874939.00000000","1011436.00000000","CLOSED","REFUSE,","24"
"","St. Louis","","2009-12-30 00:00:00.0","2009-12-30 13:03:28.0","2009-12-07 08:44:31.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","52","Inspect city tree","2009-12-28 00:00:00.0","5146 ASHLAND AV","B","Inspect City Tree","","104116","889532.00000000","1034859.00000000","CLOSED","FORESTRY,","01"
"WEB","","","2009-12-08 00:00:00.0","2009-12-09 14:37:05.0","2009-12-07 10:00:35.0","Debris-alley/street","","Trash/Debris","57","Debris dumped in the street or alley","2009-12-16 00:00:00.0","4200 ALDINE","B","Debris-alley/street","","104179","894909.00000000","1027237.00000000","CLOSED","REFUSE,","04"
"","","","2009-12-14 00:00:00.0","2009-12-14 10:32:10.0","2009-12-07 11:32:57.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","05","Inspect city tree","2009-12-28 00:00:00.0","4624 ADKINS AV","B","Inspect City Tree","","104249","888189.00000000","1000900.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","","2010-02-23 00:00:00.0","2013-05-06 09:13:53.0","2009-12-08 10:02:37.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","56","Inspect private tree - possibly hazardous","2009-12-29 00:00:00.0","3920 LINCOLN AVE","B","Inspect Private Tree","63113","104624","897555.00000000","1027846.00000000","CLOSED","FORESTRY,","04"
"","St. Louis","","2009-12-30 00:00:00.0","2009-12-30 13:05:25.0","2009-12-08 11:06:18.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","51","Inspect city tree","2009-12-29 00:00:00.0","5123 CABANNE AV","B","Inspect City Tree","","104678","886684.00000000","1028099.00000000","CLOSED","FORESTRY,","18"
