"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"","","","2012-11-14 12:00:22.0","2012-11-14 12:00:22.0","2012-11-08 12:08:51.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","12","Inspect city tree","2012-12-03 00:00:00.0","5135 DAGGETT AVE","B","Inspect City Tree","","439940","885399.00000000","1013607.00000000","CLOSED","FORESTRY,","10"
"","","","2012-12-13 11:38:22.0","2012-12-13 11:38:50.0","2012-11-08 12:10:03.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","38","Inspect city tree","2012-12-03 00:00:00.0","5151 WASHINGTON PL","B","Inspect City Tree","","439941","886214.00000000","1026083.00000000","CLOSED","FORESTRY,","28"
"","","","2012-11-09 00:00:00.0","2012-11-13 23:03:14.0","2012-11-08 12:30:36.0","Bad Condition","","Right of Way Issues","04","Bad condition in the right of way","2012-11-20 00:00:00.0","4808 GERMANIA AVE","B","Bad Condition","","439954","879546.00000000","993619.00000000","CLOSED","STREET DEPT, 510","12"
"WEB","St. Louis","","2012-11-26 09:38:46.0","2012-11-26 09:38:46.0","2012-11-08 13:46:03.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2012-12-03 00:00:00.0","5735 NOTTINGHAM AV","B","Inspect City Tree","63109","439985","879745.00000000","1002668.00000000","CLOSED","FORESTRY,","16"
"WEB","St. Louis","","2012-11-26 09:38:46.0","2012-11-26 09:38:46.0","2012-11-08 13:46:03.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2012-12-03 00:00:00.0","5735 NOTTINGHAM AV","B","Inspect City Tree","63109","439985","879745.00000000","1002668.00000000","CLOSED","FORESTRY,","16"
"","","","2012-12-17 16:24:19.0","2013-06-11 16:24:55.057","2012-11-08 14:24:42.0","Caller Name/# required","","Animals","61","Report stray cat(s)","2012-11-20 00:00:00.0","1919 O'FALLON ST","B","Stray Cat","","439995","904557.00000000","1022468.00000000","CLOSED","TNR,","05"
"","","","2012-11-28 10:35:00.0","2012-11-28 10:35:05.0","2012-11-08 15:38:08.0","Illegal Use, Open Storage","Any zoning code violations, including derelict vehicles, appliances, etc. on private property","Prpty Insp Exterior","05","Inspect for violation of zoning code (including open storage)","2012-12-03 00:00:00.0","4229 ELLENWOOD","B","Illegl Use-Opn Storg","","440043","887680.00000000","1001998.00000000","CLOSED","BUILDING DIV,","14"
"","","","2012-11-14 12:51:57.0","2012-11-14 12:51:57.0","2012-11-08 16:31:12.0","City Tree Limb Down","","Trees","27","Limb from a city tree has fallen","2012-11-16 00:00:00.0","4175 FLORA PL","B","City Tree Limb Down","","440058","890580.00000000","1012516.00000000","CLOSED","FORESTRY,","08"
"","","","2012-11-28 16:36:32.0","2012-11-28 16:36:32.0","2012-11-08 16:49:12.0","Incorrect Bill","","Trash/Debris","74","The refuse/solid waste fee portion of my bill is incorrect","2012-11-20 00:00:00.0","853 ELIAS","B","Incorrect Bill","","440066","897032.00000000","1051664.00000000","CLOSED","REFUSE,","02"
"","","","2013-09-12 16:11:18.99","2013-09-12 16:11:18.99","2012-11-08 17:46:59.0","Short Term Initiativ","","NSO Initiatives","83","","2013-08-05 00:00:00.0","FAIR & NATURAL BRIDGE AVE","A","Short Term Initiativ","","440080","897621.00000000","1031627.00000000","CLOSED","NST,","03"
"","","2012-11-09 15:53:44.0","2012-11-09 15:47:55.0","2013-09-12 16:11:26.15","2012-11-08 18:08:09.0","Debris-Vacant Bldg","","Trash/Debris","68","Debris around a vacant building","2012-12-03 00:00:00.0","4207 RED BUD","B","Debris-Vacant Bldg","","440085","897867.00000000","1034226.00000000","CANCEL","FORESTRY,","21"
"","St. Louis","","2012-11-09 16:28:52.0","2013-01-08 10:29:28.0","2012-11-09 09:42:36.0","Weeds-Vacant Lot","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","71","High weeds/grass on vacant lot","2012-12-04 00:00:00.0","5341 N EUCLID AVE","B","Weeds-Vacant Lot","","440201","894858.00000000","1039246.00000000","CLOSED","FORESTRY,","01"
"","","","2012-11-13 11:16:05.0","2012-11-14 11:16:05.0","2012-11-09 09:57:59.0","Remove cntnr","Request to have trash, yard waster, or recycling containers removed.","Trash/Debris","56","Request container be removed","2012-11-15 00:00:00.0","4040 NATURAL BRIDGE AV","B","Remove cntnr","","440220","898291.00000000","1031140.00000000","CLOSED","REFUSE,","04"
"","St. Louis","","2013-05-16 14:04:47.843","2013-05-16 14:04:47.843","2012-11-09 10:41:15.0","Enforce Ordinace","","Animals","01","Pet owner is not complying with animal laws","2012-12-04 00:00:00.0","6104 VIRGINIA AVE","B","Enforce Ordinace","","440299","891946.00000000","993164.00000000","CLOSED","ANIMAL CARE,","11"
"","","","2012-11-09 16:29:41.0","2012-12-19 15:28:49.0","2012-11-09 11:02:55.0","Weeds-Vacant Bldg","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","69","High weeds/grass around vacant building","2012-12-04 00:00:00.0","4920 SAN FRANCISCO","B","Weeds-Vacant Bldg","","440318","891827.00000000","1035201.00000000","CLOSED","FORESTRY,","01"
"","","","2012-11-14 09:39:22.0","2012-11-26 16:14:30.0","2012-11-09 11:04:32.0","Weeds-Vacant Bldg","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","69","High weeds/grass around vacant building","2012-12-04 00:00:00.0","4916 SAN FRANCISCO","B","Weeds-Vacant Bldg","","440320","891876.00000000","1035175.00000000","CLOSED","FORESTRY,","01"
"","St. Louis","","2012-11-20 12:34:29.0","2013-05-06 12:01:02.0","2012-11-09 11:31:11.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","15","Inspect private tree - possibly hazardous","2012-12-04 00:00:00.0","3519 GILES","B","Inspect Private Tree","63103","440342","892619.00000000","1005040.00000000","CLOSED","FORESTRY,","15"
"","","","2012-11-19 09:45:23.0","2012-11-20 09:45:23.0","2012-11-09 13:30:48.0","Not enough cntnrs","Request for additional trash, yard waster, or recycling containers","Trash/Debris","06","Request for additional containers","2012-11-15 00:00:00.0","4842 SIGEL AVE","B","Not enough cntnrs","","440394","883114.00000000","999696.00000000","CLOSED","REFUSE,","13"
"","St. Louis","","2012-11-13 09:30:44.0","2016-11-01 15:20:26.033","2012-11-09 13:41:11.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2012-12-04 00:00:00.0","6488 MURDOCH AVE","B","Inspect City Tree","63109","440403","876406.00000000","1003216.00000000","CLOSED","FORESTRY,","16"
"","","","2012-11-09 14:22:24.0","2012-11-09 14:23:04.0","2012-11-09 14:23:05.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","39","Inspect city tree","2012-12-04 00:00:00.0","1309 NEWSTEAD (OPP)","B","Inspect City Tree","","440436","888951.00000000","1016305.00000000","CLOSED","FORESTRY,","17"
"","","","2012-11-26 09:36:28.0","2012-11-26 09:36:28.0","2012-11-09 14:53:01.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","04","Inspect city tree","2012-12-04 00:00:00.0","3838 PRIMM","B","Inspect City Tree","","440445","884124.00000000","990828.00000000","CLOSED","FORESTRY,","12"
"","St. Louis","","2012-11-09 15:22:35.0","2013-05-06 12:01:02.0","2012-11-09 15:22:25.0","Debris-Vacant Bldg","","Trash/Debris","48","Debris around a vacant building","2012-12-04 00:00:00.0","5676-8 CATES AVE","B","Debris-Vacant Bldg","63112","440454","881795.00000000","1028210.00000000","CLOSED","FORESTRY,","26"
"","St. Louis","","2012-11-09 15:25:12.0","2013-05-06 12:01:02.0","2012-11-09 15:25:02.0","Debris-Vacant Bldg","","Trash/Debris","48","Debris around a vacant building","2012-12-04 00:00:00.0","5700 CATES AVE","B","Debris-Vacant Bldg","63112","440455","881748.00000000","1028217.00000000","CLOSED","FORESTRY,","26"
"","St. Louis","","2012-11-09 15:35:45.0","2013-05-06 12:01:02.0","2012-11-09 15:35:34.0","Debris-Vacant Bldg","","Trash/Debris","48","Debris around a vacant building","2012-12-04 00:00:00.0","5728 CATES AVE","B","Debris-Vacant Bldg","63112","440461","881466.00000000","1028251.00000000","CLOSED","FORESTRY,","26"
"","St. Louis","","2012-11-09 16:15:03.0","2012-12-11 16:17:01.0","2012-11-09 16:14:51.0","Debris-Vacant Lot","","Trash/Debris","71","Debris on a vacant lot","2012-12-04 00:00:00.0","4548 EMERSON AVE","B","Debris-Vacant Lot","63120","440485","890713.00000000","1040304.00000000","CLOSED","FORESTRY,","27"
"WEB","St. Louis","","2013-05-10 11:55:58.1","2013-05-10 11:55:58.1","2012-11-09 17:56:59.0","Enforce Ordinace","","Animals","69","Pet owner is not complying with animal laws","2012-12-05 00:00:00.0","4673 ESSEX PL","B","Enforce Ordinace","63115","440502","893560.00000000","1034332.00000000","CLOSED","ANIMAL CARE,","21"
"WEB","St. Louis","","2013-05-10 11:55:58.1","2013-05-10 11:55:58.1","2012-11-09 17:56:59.0","Enforce Ordinace","","Animals","69","Pet owner is not complying with animal laws","2012-12-05 00:00:00.0","4673 ESSEX PL","B","Enforce Ordinace","63115","440502","893560.00000000","1034332.00000000","CLOSED","ANIMAL CARE,","21"
"WEB","St. Louis","","2013-05-16 14:13:20.157","2013-05-16 14:13:20.157","2012-11-10 08:50:36.0","Enforce Ordinace","","Animals","04","Pet owner is not complying with animal laws","2012-12-05 00:00:00.0","7319 SHARP AV","B","Enforce Ordinace","63116","440517","884507.00000000","992962.00000000","CLOSED","ANIMAL CARE,","12"
"","","","2012-11-14 00:00:00.0","2012-11-20 11:13:43.0","2012-11-13 08:26:34.0","NOTIFY 633-9000 x 9130, 9132","","Water","16","Water visibly coming up from street","2012-11-28 00:00:00.0","5121 S COMPTON","B","WTR-COMING-UP","","440549","893497.00000000","995711.00000000","CLOSED","WATER DIV,","25"
"","","2012-11-13 09:57:16.0","","","2012-11-13 08:48:41.0","Caller Contact Info Required","","Prpty Insp Comml","50","Inspect for interior building code violations","2015-02-24 00:00:00.0","5656 ST LOUIS AVE","B","Ppty Maint Code-Int","","440565","885337.00000000","1036051.00000000","CANCEL","BUILDING DIV,","22"
"","St. Louis","","2012-11-26 10:06:40.0","2012-11-26 10:06:40.0","2012-11-13 08:54:31.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","17","Inspect city tree","2012-12-05 00:00:00.0","4322 E MICHIGAN AVE","B","Inspect City Tree","","440571","894857.00000000","999281.00000000","CLOSED","FORESTRY,","20"
"","","","2012-11-27 14:56:55.0","2012-11-27 14:56:55.0","2012-11-13 09:39:39.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","74","Inspect city tree","2012-12-05 00:00:00.0","1083 RIVERVIEW BLVD","B","Inspect City Tree","","440631","895119.76000000","1052148.73000000","CLOSED","FORESTRY,","02"
"","St. Louis","","2012-11-27 09:05:27.0","2012-11-27 09:06:01.0","2012-11-13 10:21:14.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","04","Inspect city tree","2012-12-05 00:00:00.0","6700 MORGAN FORD RD","B","Inspect City Tree","63116","440676","884342.00000000","995451.00000000","CLOSED","FORESTRY,","13"
"WEB","St. Louis","","2013-05-16 14:14:08.32","2013-05-16 14:14:08.32","2012-11-13 10:53:33.0","Enforce Ordinace","","Animals","09","Pet owner is not complying with animal laws","2012-12-05 00:00:00.0","6333 FYLER AV","B","Enforce Ordinace","63139","440708","878332.00000000","1008362.00000000","CLOSED","ANIMAL CARE,","23"
"","","","2012-11-26 09:47:14.0","2012-11-26 09:47:14.0","2012-11-13 11:08:08.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2012-12-05 00:00:00.0","5419 QUINCY","B","Inspect City Tree","","440723","879589.00000000","997647.00000000","CLOSED","FORESTRY,","12"
"","","","2012-11-27 08:57:30.0","2015-03-09 10:10:05.873","2012-11-13 11:17:24.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","05","Inspect private tree - possibly hazardous","2012-12-05 00:00:00.0","4430 WALLACE","B","Inspect Private Tree","","440731","885725.00000000","1001238.00000000","CLOSED","FORESTRY,","14"
"","","","2012-11-14 15:34:23.897","2014-06-20 15:34:47.983","2012-11-13 11:27:22.0","Vehicle-Rt of Way","","Vehicles","05","Vehicle (operable) illegally parked in right of way","2012-12-05 00:00:00.0","4222 ELLENWOOD AVE","B","Vehicle-Rt of Way","","440740","887625.00000000","1001828.00000000","CLOSED","TREAS PRKG SVC,","14"
"","","","2013-05-16 14:15:56.063","2013-05-16 14:15:56.063","2012-11-13 11:45:31.0","Enforce Ordinace","","Animals","06","Pet owner is not complying with animal laws","2012-12-05 00:00:00.0","4841 SIGEL","B","Enforce Ordinace","","440753","883273.00000000","999725.00000000","CLOSED","ANIMAL CARE,","13"
"WEB","St. Louis","","2012-11-14 11:39:01.0","2012-11-14 11:39:01.0","2012-11-13 11:51:12.0","City Tree Limb Down","","Trees","12","Limb from a city tree has fallen","2012-11-20 00:00:00.0","5422 DEMPSEY AV","B","City Tree Limb Down","63110","440755","883464.00000000","1012519.00000000","CLOSED","FORESTRY,","10"
"","","","2013-05-16 14:09:27.687","2013-05-16 14:09:27.687","2012-11-13 12:09:18.0","Enforce Ordinace","","Animals","04","Pet owner is not complying with animal laws","2012-12-05 00:00:00.0","7416 RAY AVE","B","Enforce Ordinace","","440771","883253.00000000","992733.00000000","CLOSED","ANIMAL CARE,","12"
"","","","2013-05-16 14:17:08.173","2013-05-16 14:17:08.173","2012-11-13 12:24:25.0","Enforce Ordinace","","Animals","16","Pet owner is not complying with animal laws","2012-12-05 00:00:00.0","4104 LOUISIANA AVE","B","Enforce Ordinace","","440780","894117.00000000","1000923.00000000","CLOSED","ANIMAL CARE,","25"
"","","","","","2012-11-13 13:58:11.0","Caller Name/# required","","Animals","71","Report stray cat(s)","2012-11-26 00:00:00.0","5301 CLAXTON AVE","B","Stray Cat","","440835","892872.00000000","1041251.00000000","Cancel","TNR,","27"
"WEB","St. Louis","","2013-05-16 14:11:27.403","2013-05-16 14:11:27.403","2012-11-13 14:34:37.0","Enforce Ordinace","","Animals","04","Pet owner is not complying with animal laws","2012-12-05 00:00:00.0","4676 TESSON ST","B","Enforce Ordinace","63116","440852","880592.00000000","993677.00000000","CLOSED","ANIMAL CARE,","12"
"","St. Louis","","2013-05-16 14:11:27.403","2013-05-16 14:11:27.403","2012-11-13 14:34:37.0","Enforce Ordinace","","Animals","04","Pet owner is not complying with animal laws","2012-12-05 00:00:00.0","4676 TESSON ST","B","Enforce Ordinace","63116","440852","880592.00000000","993677.00000000","CLOSED","ANIMAL CARE,","12"
